,from,mid,last,TA,S,predict,real
9838,873408,873410,873409,Default Transition,Default Rephrase,,Default Illocuting
9839,873412,873414,873413,Default Transition,Default Rephrase,,Restating
9840,873421,873423,873422,Default Transition,Default Inference,,Arguing
9841,873425,873426,873424,Default Transition,Default Rephrase,,Restating
9842,873440,873441,873439,Default Transition,Default Inference,,Arguing
9843,873443,873444,873442,Default Transition,Default Inference,,Arguing
9844,873450,873451,873449,Default Transition,Default Inference,,Arguing
9845,873463,873464,873462,Default Transition,Default Inference,,Arguing
9846,873467,873468,873466,Default Transition,Default Rephrase,,Restating
9847,873471,873472,873470,Default Transition,Default Rephrase,,Restating
9848,873476,873477,873475,Default Transition,Default Inference,,Arguing
9849,873487,873489,873488,Default Transition,Default Rephrase,,Default Illocuting
9850,873493,873494,873492,Default Transition,Default Rephrase,,Restating
9851,873503,873504,873502,Default Transition,Default Inference,,Arguing
9852,873524,873525,873523,Default Transition,Default Rephrase,,Restating
9853,873536,873537,873533,Default Transition,Default Inference,,Arguing
9854,873510,873539,873538,Default Transition,Default Rephrase,,Default Illocuting
9855,873552,873554,873553,Default Transition,Default Inference,,Arguing
9856,873556,873557,873555,Default Transition,Default Rephrase,,Restating
9857,873560,873561,873559,Default Transition,Default Rephrase,,Restating
9858,873571,873573,873572,Default Transition,Default Rephrase,,Restating
9859,873579,873581,873580,Default Transition,Default Rephrase,,Restating
9860,873592,873593,873591,Default Transition,Default Inference,,Arguing
9861,873597,873598,873596,Default Transition,Default Rephrase,,Restating
9862,873602,873604,873603,Default Transition,Default Inference,,Arguing
9863,873606,873608,873607,Default Transition,Default Rephrase,,Restating
9864,873612,873614,873613,Default Transition,Default Inference,,Arguing
9865,873664,873665,873663,Default Transition,Default Rephrase,,Restating
9866,873657,873667,873666,Default Transition,Default Rephrase,,Restating
9867,873679,873681,873680,Default Transition,Default Rephrase,,Default Illocuting
9868,873702,873703,873701,Default Transition,Default Rephrase,,Default Illocuting
9869,873708,873709,873707,Default Transition,Default Rephrase,,Default Illocuting
9870,873724,873732,873731,Default Transition,Default Rephrase,,Restating
9871,873730,873737,873736,Default Transition,Default Inference,,Arguing
9872,873739,873740,873738,Default Transition,Default Inference,,Arguing
9873,873749,873751,873750,Default Transition,Default Rephrase,,Restating
9874,873757,873759,873758,Default Transition,Default Rephrase,,Restating
9875,873762,873763,873761,Default Transition,Default Inference,,Arguing
9876,873766,873767,873765,Default Transition,Default Inference,,Arguing
9877,873770,873771,873769,Default Transition,Default Inference,,Arguing
9878,873773,873775,873774,Default Transition,Default Inference,,Arguing
9879,873783,873785,873784,Default Transition,Default Rephrase,,Restating
9880,873787,873789,873788,Default Transition,Default Conflict,,Disagreeing
9881,873793,873795,873794,Default Transition,Default Rephrase,,Restating
9882,873806,873808,873807,Default Transition,Default Inference,,Arguing
9883,873804,873810,873809,Default Transition,Default Inference,,Arguing
9884,873812,873813,873811,Default Transition,Default Inference,,Arguing
9885,873815,873816,873814,Default Transition,Default Rephrase,,Restating
9886,873779,873818,873817,Default Transition,Default Inference,,Arguing
9887,873820,873821,873819,Default Transition,Default Rephrase,,Restating
9888,873823,873824,873822,Default Transition,Default Inference,,Arguing
9889,873826,873827,873825,Default Transition,Default Inference,,Arguing
9890,873836,873842,873841,Default Transition,Default Inference,,Arguing
9891,873838,873844,873843,Default Transition,Default Rephrase,,Restating
9892,873846,873848,873847,Default Transition,Default Inference,,Arguing
9893,873853,873854,873852,Default Transition,Default Rephrase,,Default Illocuting
9894,873840,873862,873861,Default Transition,Default Rephrase,,Restating
9895,873883,873884,873881,Default Transition,Default Rephrase,,Restating
9896,873879,873885,873882,Default Transition,Default Rephrase,,Restating
9897,873893,873894,873888,Default Transition,Default Inference,,Arguing
9898,873892,873895,873890,Default Transition,Default Inference,,Arguing
9899,873902,873903,873901,Default Transition,Default Rephrase,,Restating
9900,873877,873905,873904,Default Transition,Default Inference,,Arguing
9901,873865,873907,873906,Default Transition,Default Inference,,Arguing
9902,873951,873953,873952,Default Transition,Default Inference,,Arguing
9903,873957,873959,873958,Default Transition,Default Inference,,Restating
9904,873963,873965,873964,Default Transition,Default Inference,,Arguing
9905,873969,873971,873970,Default Transition,Default Rephrase,,Restating
9906,873973,873975,873974,Default Transition,Default Rephrase,,Restating
9907,873977,873979,873978,Default Transition,Default Inference,,Arguing
9908,873981,873983,873982,Default Transition,Default Inference,,Arguing
9909,873985,873987,873986,Default Transition,Default Rephrase,,Restating
9910,873990,873992,873991,Default Transition,Default Rephrase,,Restating
9911,873993,873995,873994,Default Transition,Default Rephrase,,Restating
9912,873997,873999,873998,Default Transition,Default Rephrase,,Restating
9913,874001,874003,874002,Default Transition,Default Inference,,Arguing
9914,874005,874007,874006,Default Transition,Default Inference,,Arguing
9915,874009,874011,874010,Default Transition,Default Rephrase,,Restating
9916,874020,874024,874023,Default Transition,Default Rephrase,,Restating
9917,874032,874034,874033,Default Transition,Default Rephrase,,Restating
9918,874038,874040,874039,Default Transition,Default Inference,,Arguing
9919,874042,874044,874043,Default Transition,Default Rephrase,,Restating
9920,874046,874048,874047,Default Transition,Default Rephrase,,Restating
9921,874052,874054,874053,Default Transition,Default Inference,,Arguing
9922,874058,874062,874061,Default Transition,Default Rephrase,,Restating
9923,874060,874064,874063,Default Transition,Default Inference,,Arguing
9924,874069,874070,874067,Default Transition,Default Inference,,Arguing
9925,874018,874072,874071,Default Transition,Default Rephrase,,Default Illocuting
9926,874074,874075,874073,Default Transition,Default Rephrase,,Default Illocuting
9927,874030,874077,874076,Default Transition,Default Rephrase,,Restating
9928,874022,874078,874025,Default Transition,Default Inference,,Arguing
9929,874096,874099,874098,Default Transition,Default Inference,,Arguing
9930,874095,874100,874097,Default Transition,Default Inference,,Arguing
9931,874109,874110,874108,Default Transition,Default Inference,,Arguing
9932,874113,874114,874112,Default Transition,Default Inference,,Arguing
9933,874101,874119,874118,Default Transition,Default Rephrase,,Restating
9934,874121,874122,874120,Default Transition,Default Rephrase,,Restating
9935,874103,874124,874123,Default Transition,Default Inference,,Arguing
9936,874107,874126,874125,Default Transition,Default Rephrase,,Restating
9937,874129,874131,874130,Default Transition,Default Inference,,Arguing
9938,874133,874135,874134,Default Transition,Default Rephrase,,Restating
9939,874137,874139,874138,Default Transition,Default Rephrase,,Restating
9940,874143,874155,874154,Default Transition,Default Rephrase,,Restating
9941,874145,874156,874153,Default Transition,Default Rephrase,,Restating
9942,874147,874158,874157,Default Transition,Default Inference,,Arguing
9943,874149,874160,874159,Default Transition,Default Rephrase,,Restating
9944,874162,874163,874161,Default Transition,Default Rephrase,,Restating
9945,874152,874165,874164,Default Transition,Default Rephrase,,Restating
9946,874178,874180,874179,Default Transition,Default Rephrase,,Restating
9947,874182,874184,874183,Default Transition,Default Rephrase,,Restating
9948,874193,874195,874194,Default Transition,Default Inference,,Arguing
9949,874186,874198,874197,Default Transition,Default Inference,,Arguing
9950,874188,874199,874196,Default Transition,Default Inference,,Arguing
9951,874200,874202,874201,Default Transition,Default Conflict,,Disagreeing
9952,874206,874208,874207,Default Transition,Default Conflict,,Disagreeing
9953,874210,874212,874211,Default Transition,Default Rephrase,,Restating
9954,874214,874216,874215,Default Transition,Default Rephrase,,Restating
9955,874224,874225,874223,Default Transition,Default Inference,,Arguing
9956,874168,874227,874226,Default Transition,Default Inference,,Arguing
9957,874237,874238,874235,Default Transition,Default Inference,,Arguing
9958,874236,874239,874234,Default Transition,Default Inference,,Arguing
9959,874232,874240,874233,Default Transition,Default Inference,,Arguing
9960,874245,874247,874246,Default Transition,Default Rephrase,,Restating
9961,874249,874251,874250,Default Transition,Default Inference,,Arguing
9962,874252,874254,874253,Default Transition,Default Rephrase,,Restating
9963,874256,874258,874257,Default Transition,Default Inference,,Arguing
9964,874260,874262,874261,Default Transition,Default Rephrase,,Restating
9965,874275,874277,874276,Default Transition,Default Inference,,Arguing
9966,874280,874282,874281,Default Transition,Default Rephrase,,Restating
9967,874267,874286,874285,Default Transition,Default Rephrase,,Restating
9968,874361,874362,874360,Default Transition,Default Inference,,Arguing
9969,874385,874387,874386,Default Transition,Default Inference,,Arguing
9970,874393,874394,874392,Default Transition,Default Rephrase,,Restating
9971,874379,874396,874395,Default Transition,Default Inference,,Arguing
9972,874383,874398,874397,Default Transition,Default Inference,,Arguing
9973,874399,874401,874400,Default Transition,Default Inference,,Arguing
9974,874409,874411,874410,Default Transition,Default Rephrase,,Restating
9975,874408,874413,874412,Default Transition,Default Inference,,Arguing
9976,874418,874419,874417,Default Transition,Default Inference,,Arguing
9977,874429,874431,874430,Default Transition,Default Inference,,Arguing
9978,874437,874439,874438,Default Transition,Default Inference,,Arguing
9979,874445,874448,874447,Default Transition,Default Rephrase,,Restating
9980,874450,874452,874451,Default Transition,Default Inference,,Arguing
9981,874464,874465,874463,Default Transition,Default Rephrase,,Restating
9982,874470,874471,874469,Default Transition,Default Inference,,Arguing
9983,874474,874475,874473,Default Transition,Default Rephrase,,Restating
9984,874479,874480,874478,Default Transition,Default Inference,,Arguing
9985,874483,874484,874482,Default Transition,Default Rephrase,,Restating
9986,874500,874502,874501,Default Transition,Default Inference,,Arguing
9987,874506,874507,874505,Default Transition,Default Inference,,Arguing
9988,874509,874510,874508,Default Transition,Default Inference,,Arguing
9989,874514,874516,874515,Default Transition,Default Inference,,Arguing
9990,874520,874522,874521,Default Transition,Default Rephrase,,Restating
9991,874527,874528,874524,Default Transition,Default Inference,,Arguing
9992,874531,874533,874532,Default Transition,Default Rephrase,,Restating
9993,874537,874539,874538,Default Transition,Default Conflict,,Challenging
