from,mid,last,L,I,predict,real
817478,863725,817480,Tim Stanley : the amount of money that we have spent of which there has been no control,it's a function of the amount of money that we have spent of which there has been no control,,Asserting
817484,863728,817486,Tim Stanley : Britain has taken the attitude of we will spend whatever it takes in order to procure the medical equipment and vaccines to give you one example,Britain has taken the attitude of we will spend whatever it takes in order to procure the medical equipment and vaccines to give you one example,,Asserting
817491,863732,817493,"Tim Stanley : In the course of pursuing Test & Trace the Government signed over 600 contracts and with over 2,000 consultants one of which charged 6, 000 plus per day","in the course of pursuing Test & Trace the Government signed over 600 contracts and with over 2,000 consultants one of which charged 6, 000 plus per day",,Asserting
817496,863734,817498,Tim Stanley : Britain has been leaking money for the last year,Britain has been leaking money for the last year,,Asserting
817503,863738,817505,Tim Stanley : That's worth talking about,Britain leaking money for the last year is worth talking about,,Asserting
817508,863740,817510,Tim Stanley : That's worth an inquiry,Britain leaking money for the last year is  worth an inquiry,,Asserting
817515,863744,817517,Tim Stanley : How much the Prime Minister personally paid for his wallpaper is a distraction,how much the Prime Minister personally paid for his wallpaper is a distraction,,Asserting
817527,863753,817529,Danny Sriskandarajah : A lot of commentators pose this as an either or issue,a lot of commentators pose Boris Johnson's extension as an either or issue,,Asserting
817532,863754,817534,Danny Sriskandarajah : Government should be getting on with the crisis or we are distracted,the UK Government should be getting on with the COVID-19 crisis or we are distracted,,Asserting
817539,863758,817541,Danny Sriskandarajah : we need both,the UK Government need to get on with both the COVID-19 crisis and the question of Boris Johnson's extension,,Asserting
817546,863762,817548,Danny Sriskandarajah : We need urgent action on the issues that matter,the UK needs urgent action on the issues that matter,,Asserting
817550,863763,817552,Danny Sriskandarajah : we need transparency,the UK needs transparency,,Asserting
817560,863770,817562,Danny Sriskandarajah : This country we have had the Nolan principles for standards in public life for 25 years,the UK have had the Nolan principles for standards in public life for 25 years,,Asserting
817564,863771,817566,Danny Sriskandarajah : it's a well established principle that you can't have a high functioning democracy without trust,it's a well established principle that you can't have a high functioning democracy without trust,,Asserting
817575,863776,817577,Danny Sriskandarajah : it's got to be both,it's got to be both transparency and trust,,Asserting
817570,863780,817571,Danny Sriskandarajah : without transparency,you can't have a high functioning democracy without transparency,,Asserting
817587,863784,817589,Tim Stanley : I'm asking us pretty please not to pre-suppose that we know the answers,Tim Stanley is asking the Question Time panel pretty please not to pre-suppose that we know the answers,,Asserting
817592,863785,817594,Tim Stanley : It is done in other countries,a blind trust is done in other countries,,Asserting
817596,863786,817598,Tim Stanley : don't assume bad faith,bad faith should not be assumed,,Asserting
817600,863787,817602,Tim Stanley : the original plan was a blind trust,the original plan was a blind trust,,Asserting
817604,863788,817606,Tim Stanley : that doesn't necessarily equal buying access,a blind trust doesn't necessarily equal buying access,,Asserting
817608,863789,817610,Fiona Bruce : I am going to move on,Fiona Bruce is going to move on,,Asserting
817612,863790,817614,Fiona Bruce : We could talk about this for some considerable time,the Question Time panel could talk about the question of Boris Johnson's extension for some considerable time,,Asserting
817620,863794,817622,Fiona Bruce : You have been sitting there quietly Anne-Marie,Anne-Marie Trevelyan has been sitting quietly,,Asserting
817625,863796,817627,Tim Stanley : We have that,the UK Government have transparency and trust,,Asserting
817644,863812,817646,Anne-Marie Trevelyan : I made the point,Anne-Marie Trevelyan made the point,,Asserting
817649,863814,817651,Anne-Marie Trevelyan : we have many ways to look at this and get the transparency,the UK Government have many ways to look at the question of Boris Johnson's extension and get the transparency,,Asserting
817654,863816,817656,Anne-Marie Trevelyan : That's what we will have,transparency is what we will have,,Asserting
817661,863820,817663,Anne-Marie Trevelyan : then all know the answer,after looking at the question of Boris Johnson's extension all will know the answer,,Asserting
817668,863824,817670,Fiona Bruce : No less than three inquiries,there may be no less than three inquiries into the question of Boris Johnson's extension,,Asserting
